Street,Location_Id,City,State_Id,State
Redwood Highway,4236,Boston,AK,Florida
Cerrillos Road,4237,Des Moines,MN,Alaska
Harry S Truman Blvd,4238,Baton Rouge,HI,Maryland
Grandview Drive,4239,Springfield,ND,Pennsylvania
Calle Real,4240,Salem,ME,Montana
Bailard Avenue,4241,Little Rock,OK,Oklahoma
W. Russell St.,4242,Jackson,OK,South Dakota
Jones Road,4243,Jackson,KY,Kansas
Lake Tahoe Blvd.,4244,Carson City,NJ,Utah
Carpinteria South,4245,Richmond,TN,Georgia
East Main Street,4246,Lansing,HI,Louisiana
Erringer Road,4247,Salt Lake City,WA,Mississippi
Bayshore Freeway,4248,Oklahoma City,MA,New York
East Calle Primera,4249,Frankfort,AR,Indiana
Harry S Truman Blvd,4250,Columbus,TX,Massachusetts
French Camp Turnpike Road,4251,Pierre,AR,Florida
Steele Lane,4252,Helena,NM,Maine
Harry S Truman Blvd,4253,Des Moines,NY,Kansas
San Marcos,4254,Indianapolis,HI,Nevada
Katella Avenue,4255,Cheyenne,AR,Connecticut
Santa Rosa North,4256,Richmond,AK,Michigan
Lake Tahoe Blvd.,4257,Harrisburg,KY,Massachusetts
Camelback Rd,4258,Honolulu,HI,Massachusetts
Fairview Avenue,4259,Madison,NE,Texas
Moreno Drive,4260,Olympia,NH,Wyoming
East Fry Blvd.,4261,Lincoln,IA,Wyoming
East Fry Blvd.,4262,Concord,NJ,Texas
N Kentwood,4263,Salt Lake City,AR,Montana
Castillo Drive,4264,Columbus,CO,Washington
Bowles Avenue,4265,Des Moines,AK,New Hampshire
Monroe Street,4266,Juneau,AL,Massachusetts
San Luis Obispo North,4267,Jackson,MA,Colorado
Katella Avenue,4268,Salem,WA,Pennsylvania
Timberlane Drive,4269,Cheyenne,MI,North Dakota
Santa Monica Road,4270,Richmond,IN,Florida
E Fowler Avenue,4271,Columbia,OH,Arkansas
East Main Street,4272,Pierre,IA,Florida
Jones Road,4273,Boston,MO,Minnesota
Katella Avenue,4274,Augusta,HI,Delaware
North Atherton Street,4275,Lincoln,HI,Delaware
Moreno Drive,4276,Dover,NC,New Mexico
Apalachee Parkway,4277,Augusta,FL,Michigan
North Ventu Park Road,4278,Salem,GA,South Dakota
Harbor Dr,4279,Baton Rouge,WY,New Hampshire
North Erringer Road,4280,Oklahoma City,NC,Arizona
S Rustle St,4281,Richmond,AR,North Dakota
North Ventu Park Road,4282,Hartford,SC,Arizona
Bayshore Freeway,4283,Jackson,NY,Kentucky
East Calle Primera,4284,Columbus,GA,New Mexico
Bayshore Freeway,4285,Columbus,AK,Maryland
San Luis Obispo North,4286,Jackson,VT,Michigan
Carpinteria North,4287,Topeka,VT,Delaware
North Broadway Street,4288,Baton Rouge,SD,Illinois
Lake Tahoe Blvd.,4289,Indianapolis,AL,Nevada
North Ventu Park Road,4290,Albany,WV,Alaska
E Fowler Avenue,4291,Augusta,RI,Wisconsin
Grandview Drive,4292,Indianapolis,WA,Ohio
Monroe Street,4293,Columbia,AK,Washington
Tully Road East,4294,Bismarck,NC,New York
N Harrison St,4295,Trenton,CA,New Mexico
Lindbergh Blvd,4296,Boise,UT,Idaho
North Ventu Park Road,4297,Little Rock,UT,Kansas
Santa Ana Freeway,4298,Lansing,MN,Mississippi
Monroe Street,4299,Augusta,MI,New Mexico
East 1st Street,4300,Raleigh,SD,Oklahoma
Cabrillo Highway,4301,Columbia,NM,South Dakota
Via Real,4302,Springfield,DE,Ohio
Calle Real,4303,Augusta,KY,Delaware
San Marcos,4304,Bismarck,WA,Massachusetts
Bowles Avenue,4305,Nashville,PA,New Hampshire
North Ventu Park Road,4306,Madison,IN,Arkansas
San Ysidro Blvd,4307,Columbia,HI,Connecticut
Calle Real,4308,Juneau,NV,Arkansas
San Luis Obispo North,4309,Lincoln,MN,Rhode Island
Westside Freeway,4310,Santa Fe,KY,Ohio
Steele Lane,4311,Olympia,OR,North Carolina
Newbury Road,4312,Boston,NC,Illinois
Richmond Hill,4313,Atlanta,LA,Idaho
Jean de la Fontaine,4314,Atlanta,VA,Wyoming
W. Russell St.,4315,Topeka,DE,Ohio
Redwood Highway,4316,Olympia,ND,Rhode Island
Santa Monica Road,4317,Dover,ND,Colorado
Fontaine Road,4318,Concord,ND,Georgia
Pacific Hwy S,4319,Boston,GA,Massachusetts
Moreno Drive,4320,Frankfort,NH,New Jersey
Santa Rosa North,4321,Raleigh,ND,Mississippi
Via Real,4322,Columbus,MI,South Carolina
W. Russell St.,4323,Topeka,DE,Maine
East Main Street,4324,Raleigh,OR,Utah
North Erringer Road,4325,Harrisburg,NY,Vermont
Fontaine Road,4326,Columbia,IN,New Jersey
N Kentwood,4327,Baton Rouge,MD,Nevada
Richmond Hill,4328,Augusta,IN,Virginia
S Rustle St,4329,Juneau,NJ,Missouri
North Ventu Park Road,4330,Columbia,CT,Washington
San Luis Obispo North,4331,Richmond,MN,Kentucky
N Kentwood,4332,Des Moines,ID,Vermont
San Diego Freeway,4333,Boise,CT,Washington
N Kentwood,4334,Santa Fe,WY,Nebraska
Jean de la Fontaine,4335,Oklahoma City,DE,Illinois
Tanger Blvd,4336,Richmond,NV,Arizona
Cabrillo Highway,4337,Jackson,IN,Maryland
Timberlane Drive,4338,Trenton,UT,Montana
Pacific Hwy S,4339,Oklahoma City,MD,South Dakota
El Camino Real,4340,Atlanta,AR,Montana
Hutchinson Rd,4341,Richmond,IN,Massachusetts
Harbor Dr,4342,Richmond,VT,California
Fairview Avenue,4343,Helena,HI,Maryland
Carpinteria Avenue,4344,Juneau,WA,Colorado
Newbury Road,4345,Honolulu,LA,Minnesota
North Preisker Lane,4346,Santa Fe,CA,Nevada
Carpinteria South,4347,Jefferson City,IN,Oregon
Padre Boulevard,4348,Charleston,AR,Illinois
E Fowler Avenue,4349,Tallahassee,WI,Hawaii
Jones Road,4350,Montgomery,AZ,Kentucky
Castillo Drive,4351,Raleigh,NH,Alaska
Grandview Drive,4352,Montpelier,KY,Arkansas
Padre Boulevard,4353,Des Moines,SC,New Mexico
Cabrillo Highway,4354,Dover,ID,Michigan
Harbor Dr,4355,Salt Lake City,TX,Louisiana
Lindbergh Blvd,4356,Baton Rouge,WY,Virginia
Via Real,4357,Raleigh,UT,Idaho
Santa Ana Freeway,4358,Lincoln,MN,New Mexico
San Marcos,4359,Oklahoma City,PA,North Dakota
North Broadway Street,4360,Bismarck,OH,Illinois
North Erringer Road,4361,Raleigh,AZ,Delaware
Santa Rosa North,4362,Sacramento,DE,West Virginia
North Erringer Road,4363,Indianapolis,MD,California
Burnett Road,4364,Boise,CO,New York
South Roosevelt Drive,4365,Raleigh,MT,Nevada
Burnett Road,4366,Cheyenne,NE,Maine
Carpinteria North,4367,Lansing,IL,Oregon
Carpinteria North,4368,Jackson,IL,Maine
Richmond Hill,4369,Phoenix,TX,Oklahoma
French Camp Turnpike Road,4370,Little Rock,PA,New Hampshire
Hutchinson Rd,4371,Tallahassee,CO,Utah
North Ventu Park Road,4372,Indianapolis,NM,Vermont
Bayshore Freeway,4373,Olympia,ND,Massachusetts
San Luis Obispo North,4374,Des Moines,AR,Louisiana
San Luis Obispo North,4375,Concord,UT,Utah
Tanger Blvd,4376,Trenton,PA,Connecticut
Steele Lane,4377,Raleigh,GA,Louisiana
East Calle Primera,4378,Baton Rouge,NM,Maine
E Fowler Avenue,4379,Honolulu,KY,Tennessee
Cleveland Ave.,4380,Albany,FL,Alaska
Tanger Blvd,4381,Trenton,FL,Missouri
Carpinteria South,4382,Annapolis,NY,Oregon
Lawrenceville Suwanee,4383,Jefferson City,ND,Pennsylvania
Lawrenceville Suwanee,4384,Annapolis,MD,Illinois
Monroe Street,4385,Madison,CT,Louisiana
French Camp Turnpike Road,4386,Concord,CT,Louisiana
East Calle Primera,4387,Lincoln,MO,Arizona
Burnett Road,4388,Columbia,NE,Utah
Lawrenceville Suwanee,4389,Raleigh,ID,New York
Carpinteria Avenue,4390,Lansing,KS,Kansas
Lawrenceville Suwanee,4391,Olympia,ME,Colorado
Tanger Blvd,4392,Frankfort,IA,New Jersey
Hutchinson Rd,4393,Olympia,AK,New Hampshire
North Ventu Park Road,4394,Frankfort,TN,Maryland
North Broadway Street,4395,Cheyenne,DE,Pennsylvania
Erringer Road,4396,Lansing,RI,Minnesota
East Fry Blvd.,4397,Charleston,GA,New Jersey
Greenwood Road,4398,Bismarck,UT,Nebraska
Hutchinson Rd,4399,Columbia,AR,Illinois
Bowles Avenue,4400,Honolulu,IN,Connecticut
Camelback Rd,4401,Austin,NJ,Oklahoma
Redwood Highway,4402,Salem,AK,Arizona
Redwood Highway,4403,Lansing,VT,Delaware
Tully Road East,4404,Oklahoma City,KY,Nebraska
Richmond Hill,4405,Lincoln,IL,Delaware
South Highway,4406,Sacramento,IL,Wyoming
Via Real,4407,Oklahoma City,ID,South Carolina
Bailard Avenue,4408,Sacramento,MA,Georgia
Jones Road,4409,Sacramento,SC,Delaware
Cabrillo Highway,4410,Salem,NC,South Carolina
North Preisker Lane,4411,Columbia,SD,Wyoming
Pacific Hwy S,4412,Columbus,VT,West Virginia
W. Russell St.,4413,Albany,VT,Minnesota
N Kentwood,4414,Springfield,TN,Michigan
Lawrenceville Suwanee,4415,Trenton,MT,New Hampshire
Apalachee Parkway,4416,Denver,OH,Pennsylvania
French Camp Turnpike Road,4417,Springfield,TX,Arkansas
Erringer Road,4418,Little Rock,IA,Massachusetts
French Camp Turnpike Road,4419,Austin,WA,Maryland
Redwood Highway,4420,Concord,NV,Georgia
San Diego Freeway,4421,Lincoln,AR,Oregon
Fairview Avenue,4422,Indianapolis,HI,Vermont
Carpinteria North,4423,Columbia,PA,Michigan
El Camino Real,4424,Trenton,RI,Oklahoma
Santa Ana Freeway,4425,Juneau,CO,Hawaii
Santa Rosa North,4426,Richmond,PA,Florida
Hutchinson Rd,4427,Madison,OH,Tennessee
Tanger Blvd,4428,Jackson,PA,Kansas
Katella Avenue,4429,Denver,AK,Utah
Cabrillo Highway,4430,Columbia,LA,Idaho
Tanger Blvd,4431,Juneau,UT,Connecticut
Jones Road,4432,Boise,KY,Minnesota
Erringer Road,4433,Annapolis,RI,Arkansas
Moreno Drive,4434,Lansing,MD,Mississippi
Pacific Hwy S,4435,Annapolis,MT,Ohio
Corona Del Mar,4436,Denver,NE,Louisiana
Pacific Hwy S,4437,Providence,VA,Ohio
Greenwood Road,4438,Des Moines,SD,North Carolina
El Camino Real,4439,Trenton,NY,Nebraska
South Roosevelt Drive,4440,Phoenix,MA,Kentucky
Castillo Drive,4441,Madison,SC,Tennessee
Bayshore Freeway,4442,Indianapolis,TX,Missouri
North Ventu Park Road,4443,Olympia,AR,Alaska
Cleveland Ave.,4444,Austin,WI,Louisiana
San Marcos,4445,Raleigh,WV,Maryland
Via Real,4446,Honolulu,IN,Colorado
Santa Rosa North,4447,Trenton,ID,Idaho
North Erringer Road,4448,Saint Paul,AL,Colorado
Milpas Street,4449,Springfield,AL,Rhode Island
Padre Boulevard,4450,Phoenix,NH,Tennessee
Lake Tahoe Blvd.,4451,Jackson,IA,Rhode Island
Bayshore Freeway,4452,Sacramento,CO,Colorado
Santa Monica Road,4453,Phoenix,MT,North Carolina
Santa Monica Road,4454,Frankfort,ND,Wisconsin
East Fry Blvd.,4455,Phoenix,AK,Indiana
East Fry Blvd.,4456,Des Moines,PA,Wisconsin
East Calle Primera,4457,Annapolis,KY,Ohio
North Erringer Road,4458,Honolulu,NH,New Hampshire
W. Russell St.,4459,Dover,AL,New York
N Kentwood,4460,Salem,PA,Colorado
South Highway,4461,Olympia,FL,Illinois
Fontaine Road,4462,Concord,TN,Missouri
North Broadway Street,4463,Jackson,IN,Oklahoma
East Calle Primera,4464,Harrisburg,NM,Texas
El Camino Real,4465,Annapolis,AR,Oregon
Cabrillo Highway,4466,Phoenix,AK,Texas
Bayshore Freeway,4467,Tallahassee,IA,Louisiana
San Marcos,4468,Atlanta,IL,Alaska
Castillo Drive,4469,Columbus,WV,Missouri
Padre Boulevard,4470,Trenton,IA,South Dakota
San Diego Freeway,4471,Augusta,NH,Illinois
Hutchinson Rd,4472,Albany,WY,Ohio
Corona Del Mar,4473,Columbus,IN,Pennsylvania
Tanger Blvd,4474,Raleigh,OK,Virginia
Cleveland Ave.,4475,Little Rock,RI,Maine
El Camino Real,4476,Atlanta,HI,California
Via Real,4477,Richmond,ME,Michigan
North Erringer Road,4478,Jefferson City,MT,Michigan
Calle Real,4479,Springfield,IN,Illinois
San Diego Freeway,4480,Santa Fe,AZ,Maine
Tanger Blvd,4481,Annapolis,MS,Tennessee
Lake Tahoe Blvd.,4482,Harrisburg,ID,Arizona
Katella Avenue,4483,Bismarck,WV,South Dakota
Greenwood Road,4484,Columbia,GA,South Carolina
Harry S Truman Blvd,4485,Boston,NH,Maryland
Harry S Truman Blvd,4486,Carson City,NJ,West Virginia
N Harrison St,4487,Tallahassee,FL,Tennessee
El Camino Real,4488,Helena,CO,Maryland
Santa Monica Road,4489,Indianapolis,DE,Pennsylvania
Pacific Hwy S,4490,Olympia,NM,Oregon
Lindbergh Blvd,4491,Jackson,WI,Florida
Woodson Rd.,4492,Boston,UT,Kentucky
Redwood Highway,4493,Lincoln,WV,Kentucky
South Roosevelt Drive,4494,Jackson,ME,Illinois
South Highway,4495,Raleigh,DE,Arizona
Moreno Drive,4496,Juneau,OR,Georgia
Bayshore Freeway,4497,Annapolis,TN,Kansas
El Camino Real,4498,Bismarck,MO,New Mexico
Tully Road East,4499,Madison,MO,Pennsylvania
East Main Street,4500,Little Rock,AL,North Carolina
Lawrenceville Suwanee,4501,Concord,CT,Vermont
Carpinteria South,4502,Trenton,MO,Oklahoma
Tully Road East,4503,Des Moines,AK,Virginia
South Roosevelt Drive,4504,Baton Rouge,TN,Missouri
South Roosevelt Drive,4505,Concord,TN,Louisiana
Monroe Street,4506,Atlanta,PA,Michigan
Timberlane Drive,4507,Juneau,TX,Missouri
Cabrillo Highway,4508,Jackson,IN,Pennsylvania
Monroe Street,4509,Concord,NE,Mississippi
Bailard Avenue,4510,Oklahoma City,FL,Pennsylvania
North Ventu Park Road,4511,Austin,KS,Colorado
Harbor Dr,4512,Tallahassee,MI,South Dakota
Santa Monica Road,4513,Columbus,NY,Georgia
South Highway,4514,Phoenix,AR,Colorado
Cabrillo Highway,4515,Nashville,MO,Oregon
Santa Rosa South,4516,Denver,CT,Georgia
Padre Boulevard,4517,Oklahoma City,IL,Nevada
Carpinteria South,4518,Carson City,VA,Ohio
Santa Monica Road,4519,Olympia,MD,Idaho
S Rustle St,4520,Pierre,WI,Wisconsin
Grandview Drive,4521,Frankfort,MD,Maine
Castillo Drive,4522,Atlanta,WV,Louisiana
Katella Avenue,4523,Lincoln,NV,Louisiana
Steele Lane,4524,Austin,IA,Missouri
Via Real,4525,Denver,NY,Rhode Island
Calle Real,4526,Saint Paul,MN,Georgia
Jones Road,4527,Montgomery,KY,Delaware
N Kentwood,4528,Denver,NV,Rhode Island
Harbor Dr,4529,Columbia,ID,Tennessee
Santa Rosa North,4530,Austin,WA,New Mexico
Cabrillo Highway,4531,Madison,VT,Tennessee
North Atherton Street,4532,Saint Paul,OK,Maine
Bailard Avenue,4533,Sacramento,FL,Indiana
South Roosevelt Drive,4534,Tallahassee,NM,Kansas
Carpinteria North,4535,Salt Lake City,ND,Nebraska
Westside Freeway,4536,Austin,MS,Idaho
San Diego Freeway,4537,Honolulu,MS,New Hampshire
North Erringer Road,4538,Augusta,GA,Texas
Greenwood Road,4539,Providence,AK,Kansas
Castillo Drive,4540,Columbus,MI,New York
San Ysidro Blvd,4541,Dover,NV,Indiana
North Erringer Road,4542,Richmond,KS,Minnesota
South Highway,4543,Charleston,PA,California
East Fry Blvd.,4544,Tallahassee,AL,Hawaii
Via Real,4545,Trenton,TN,Arkansas
El Camino Real,4546,Columbia,CT,New Jersey
Carpinteria Avenue,4547,Tallahassee,VA,Nevada
Hutchinson Rd,4548,Raleigh,AZ,South Dakota
Katella Avenue,4549,Tallahassee,AZ,Louisiana
Lindbergh Blvd,4550,Salem,OH,Tennessee
Bailard Avenue,4551,Bismarck,MT,South Dakota
South Highway,4552,Austin,MD,Texas
Fontaine Road,4553,Honolulu,MI,Utah
Padre Boulevard,4554,Honolulu,SC,Connecticut
Monroe Street,4555,Charleston,AK,Mississippi
Burnett Road,4556,Richmond,VT,Rhode Island
Lindbergh Blvd,4557,Helena,NJ,Montana
South Roosevelt Drive,4558,Tallahassee,ND,Washington
Katella Avenue,4559,Jefferson City,UT,West Virginia
San Diego Freeway,4560,Baton Rouge,OH,Massachusetts
Corona Del Mar,4561,Columbia,IL,Maryland
Carpinteria South,4562,Phoenix,AR,Maine
North Atherton Street,4563,Lincoln,DE,Alaska
Timberlane Drive,4564,Salt Lake City,ND,Oregon
East 1st Street,4565,Concord,NE,North Dakota
Tanger Blvd,4566,Augusta,NJ,Oklahoma
Cerrillos Road,4567,Albany,RI,Idaho
Santa Ana Freeway,4568,Nashville,ID,Missouri
Lawrenceville Suwanee,4569,Annapolis,ME,California
W. Russell St.,4570,Jefferson City,NJ,Oklahoma
Padre Boulevard,4571,Columbus,OH,New Jersey
Padre Boulevard,4572,Denver,WI,Georgia
Harbor Dr,4573,Cheyenne,TN,Kentucky
Camelback Rd,4574,Helena,KS,Minnesota
Tanger Blvd,4575,Salem,MA,Illinois
S Rustle St,4576,Indianapolis,AZ,Wyoming
Lawrenceville Suwanee,4577,Topeka,MI,Delaware
Grandview Drive,4578,Richmond,ID,Mississippi
Harry S Truman Blvd,4579,Santa Fe,KY,Vermont
S Rustle St,4580,Carson City,CT,South Carolina
Cabrillo Highway,4581,Little Rock,MI,Oklahoma
East Main Street,4582,Little Rock,MN,Kansas
Castillo Drive,4583,Lincoln,IA,Arkansas
South Highway,4584,Charleston,AR,Connecticut
Timberlane Drive,4585,Indianapolis,NC,Kansas
Greenwood Road,4586,Montgomery,OR,South Dakota
Redwood Highway,4587,Salt Lake City,CT,South Carolina
East Fry Blvd.,4588,Lincoln,KS,California
Via Real,4589,Austin,MT,Alabama
San Ysidro Blvd,4590,Indianapolis,IA,Rhode Island
Harry S Truman Blvd,4591,Sacramento,RI,North Dakota
North Erringer Road,4592,Sacramento,VA,Colorado
E Fowler Avenue,4593,Bismarck,MA,North Carolina
Erringer Road,4594,Harrisburg,NJ,Missouri
Corona Del Mar,4595,Indianapolis,OR,Indiana
Richmond Hill,4596,Frankfort,LA,Virginia
North Atherton Street,4597,Denver,MT,South Dakota
Cabrillo Highway,4598,Lansing,NV,Nebraska
N Kentwood,4599,Providence,AK,Massachusetts
South Roosevelt Drive,4600,Saint Paul,WA,California
Apalachee Parkway,4601,Topeka,ME,Arizona
East Calle Primera,4602,Providence,OH,Connecticut
Santa Rosa South,4603,Boston,VT,West Virginia
Greenwood Road,4604,Saint Paul,NJ,Colorado
Cleveland Ave.,4605,Albany,NV,Arkansas
Carpinteria Avenue,4606,Columbus,AR,Alaska
Santa Monica Road,4607,Juneau,NC,Utah
San Ysidro Blvd,4608,Carson City,AZ,Alabama
Bailard Avenue,4609,Boston,MS,Nebraska
Timberlane Drive,4610,Montpelier,NM,Florida
S Rustle St,4611,Raleigh,FL,New Hampshire
El Camino Real,4612,Madison,TN,New Jersey
Katella Avenue,4613,Olympia,TN,Minnesota
Newbury Road,4614,Tallahassee,ID,Alaska
Jones Road,4615,Trenton,MA,Mississippi
Santa Monica Road,4616,Lincoln,HI,Montana
Apalachee Parkway,4617,Albany,MN,Minnesota
San Luis Obispo North,4618,Hartford,NC,Massachusetts
Castillo Drive,4619,Trenton,AR,Utah
French Camp Turnpike Road,4620,Columbus,CA,Arkansas
San Simeon,4621,Harrisburg,OK,New Mexico
Westside Freeway,4622,Des Moines,VA,Arkansas
Carpinteria North,4623,Providence,MN,Hawaii
Tanger Blvd,4624,Topeka,ME,Michigan
Carpinteria Avenue,4625,Sacramento,AL,West Virginia
Castillo Drive,4626,Tallahassee,NE,Mississippi
Burnett Road,4627,Harrisburg,WY,Hawaii
Richmond Hill,4628,Saint Paul,DE,New Mexico
Redwood Highway,4629,Jackson,FL,Ohio
Bowles Avenue,4630,Montpelier,OH,Tennessee
Katella Avenue,4631,Des Moines,ID,Delaware
Calle Real,4632,Des Moines,CA,Oklahoma
Harbor Dr,4633,Annapolis,IN,Minnesota
Carpinteria North,4634,Oklahoma City,LA,Florida
Newbury Road,4635,Little Rock,WV,Louisiana
Jean de la Fontaine,4636,Little Rock,IN,Indiana
Lake Tahoe Blvd.,4637,Saint Paul,MI,Maryland
Lawrenceville Suwanee,4638,Oklahoma City,MN,Michigan
N Harrison St,4639,Providence,UT,New York
Carpinteria South,4640,Columbus,IA,Kansas
N Kentwood,4641,Columbia,VA,Arizona
Calle Real,4642,Raleigh,AK,New Hampshire
Steele Lane,4643,Cheyenne,IA,Wisconsin
French Camp Turnpike Road,4644,Phoenix,LA,California
Cabrillo Highway,4645,Frankfort,LA,Pennsylvania
Tully Road East,4646,Oklahoma City,NM,Arizona
Corona Del Mar,4647,Saint Paul,MN,Maryland
Richmond Hill,4648,Oklahoma City,WV,Massachusetts
Carpinteria Avenue,4649,Frankfort,MA,Wyoming
Steele Lane,4650,Indianapolis,CA,New Mexico
Greenwood Road,4651,Indianapolis,RI,Tennessee
Cerrillos Road,4652,Cheyenne,MA,Hawaii
East Main Street,4653,Columbia,AR,Mississippi
Carpinteria South,4654,Providence,MI,Oklahoma
Timberlane Drive,4655,Phoenix,ME,Alabama
Lindbergh Blvd,4656,Jefferson City,AK,Georgia
Moreno Drive,4657,Carson City,VT,New Hampshire
East Main Street,4658,Jefferson City,NY,Virginia
Santa Rosa South,4659,Carson City,MT,Oregon
Tully Road East,4660,Salt Lake City,TN,Vermont
Cleveland Ave.,4661,Juneau,MN,New York
Grandview Drive,4662,Honolulu,IL,Indiana
N Harrison St,4663,Columbus,MO,Georgia
San Luis Obispo North,4664,Madison,TN,Montana
Tanger Blvd,4665,Baton Rouge,WY,North Dakota
East Fry Blvd.,4666,Atlanta,WA,Kentucky
Fairview Avenue,4667,Nashville,PA,Connecticut
North Broadway Street,4668,Pierre,MS,North Carolina
San Ysidro Blvd,4669,Phoenix,WY,Montana
Carpinteria Avenue,4670,Boston,GA,Vermont
Timberlane Drive,4671,Columbus,NY,Missouri
Calle Real,4672,Harrisburg,IL,Nevada
North Erringer Road,4673,Phoenix,TN,Georgia
Camelback Rd,4674,Raleigh,ME,California
Richmond Hill,4675,Annapolis,MS,Wyoming
Tully Road East,4676,Springfield,IL,Arkansas
Via Real,4677,Augusta,WY,Missouri
Castillo Drive,4678,Santa Fe,WA,Hawaii
Santa Rosa South,4679,Little Rock,WV,New York
Katella Avenue,4680,Little Rock,VT,Rhode Island
Milpas Street,4681,Columbia,SC,New Jersey
El Camino Real,4682,Olympia,KS,South Dakota
Bowles Avenue,4683,Salt Lake City,MA,Florida
North Erringer Road,4684,Madison,ME,Wisconsin
Lindbergh Blvd,4685,Saint Paul,AL,Tennessee
North Atherton Street,4686,Hartford,NY,Tennessee
Harbor Dr,4687,Charleston,ND,Kentucky
Hutchinson Rd,4688,Montpelier,OK,Washington
Cabrillo Highway,4689,Santa Fe,PA,Idaho
Timberlane Drive,4690,Phoenix,OK,South Carolina
San Luis Obispo North,4691,Concord,MO,Idaho
Richmond Hill,4692,Columbia,AK,Louisiana
San Diego Freeway,4693,Providence,FL,Mississippi
Harbor Dr,4694,Boston,RI,Connecticut
East Fry Blvd.,4695,Jefferson City,CA,Washington
North Broadway Street,4696,Boise,CO,Rhode Island
Bayshore Freeway,4697,Honolulu,SC,Kansas
East Fry Blvd.,4698,Lansing,OR,Georgia
El Camino Real,4699,Saint Paul,VA,Tennessee
Cleveland Ave.,4700,Salt Lake City,NH,Wisconsin
Bailard Avenue,4701,Tallahassee,OH,Connecticut
Woodson Rd.,4702,Atlanta,SC,Indiana
North Atherton Street,4703,Richmond,CO,South Carolina
North Broadway Street,4704,Augusta,CA,Nevada
Carpinteria Avenue,4705,Augusta,NY,Wisconsin
Lindbergh Blvd,4706,Columbia,NH,Kansas
Westside Freeway,4707,Atlanta,FL,Oklahoma
Steele Lane,4708,Madison,AK,Texas
Richmond Hill,4709,Austin,MT,Wisconsin
Hutchinson Rd,4710,Montpelier,VA,North Dakota
W. Russell St.,4711,Montpelier,AR,Idaho
Santa Monica Road,4712,Charleston,HI,Delaware
Carpinteria North,4713,Baton Rouge,AZ,Nevada
Steele Lane,4714,Dover,MD,California
Castillo Drive,4715,Montgomery,ND,Mississippi
North Preisker Lane,4716,Hartford,AR,North Dakota
Greenwood Road,4717,Lincoln,MT,California
East Main Street,4718,Salem,VA,Alaska
Monroe Street,4719,Oklahoma City,LA,Washington
Santa Monica Road,4720,Concord,SD,Arkansas
E Fowler Avenue,4721,Columbia,SC,Louisiana
Carpinteria Avenue,4722,Juneau,MA,Missouri
Jones Road,4723,Salem,CT,Rhode Island
North Erringer Road,4724,Raleigh,ND,North Dakota
Carpinteria Avenue,4725,Baton Rouge,WA,Idaho
French Camp Turnpike Road,4726,Jackson,NY,Kentucky
N Harrison St,4727,Albany,MA,Delaware
San Ysidro Blvd,4728,Saint Paul,MN,Ohio
Harry S Truman Blvd,4729,Indianapolis,ME,Colorado
Redwood Highway,4730,Phoenix,MN,Nebraska
Jones Road,4731,Dover,ID,Washington
Apalachee Parkway,4732,Des Moines,OK,Ohio
Fontaine Road,4733,Saint Paul,ME,Oklahoma
E Fowler Avenue,4734,Harrisburg,IN,Kentucky
Castillo Drive,4735,Salt Lake City,ID,Texas
Greenwood Road,4736,Austin,PA,New Hampshire
Harbor Dr,4737,Denver,SC,Oklahoma
Bailard Avenue,4738,Salt Lake City,OH,Rhode Island
Lindbergh Blvd,4739,Trenton,OH,Indiana
Santa Monica Road,4740,Salem,WI,Georgia
Monroe Street,4741,Little Rock,NV,South Dakota
E Fowler Avenue,4742,Salt Lake City,AZ,Rhode Island
East 1st Street,4743,Indianapolis,CO,Kansas
N Kentwood,4744,Helena,IL,Alaska
Newbury Road,4745,Carson City,ID,North Carolina
Cleveland Ave.,4746,Bismarck,MA,Connecticut
Steele Lane,4747,Des Moines,WY,Minnesota
Cleveland Ave.,4748,Salt Lake City,OR,Oklahoma
North Atherton Street,4749,Nashville,MA,California
Pacific Hwy S,4750,Juneau,KS,Virginia
S Rustle St,4751,Carson City,NC,Massachusetts
Camelback Rd,4752,Raleigh,ID,Virginia
Hutchinson Rd,4753,Montpelier,WV,Washington
N Harrison St,4754,Salt Lake City,NM,New Jersey
Carpinteria Avenue,4755,Olympia,VT,Ohio
Moreno Drive,4756,Providence,ND,Arizona
Carpinteria South,4757,Boston,SC,Minnesota
Fairview Avenue,4758,Columbus,NM,Hawaii
Camelback Rd,4759,Atlanta,UT,New Jersey
Santa Rosa South,4760,Sacramento,DE,Texas
South Highway,4761,Pierre,NH,North Dakota
Castillo Drive,4762,Concord,CO,Massachusetts
Lindbergh Blvd,4763,Indianapolis,LA,Oklahoma
Harbor Dr,4764,Des Moines,TX,Maryland
Corona Del Mar,4765,Salem,VA,New York
Tully Road East,4766,Boise,MD,Washington
Bayshore Freeway,4767,Albany,AR,South Dakota
North Ventu Park Road,4768,Trenton,MN,Kansas
East 1st Street,4769,Augusta,VT,South Carolina
Newbury Road,4770,Albany,IN,Colorado
Calle Real,4771,Carson City,AZ,Tennessee
Carpinteria North,4772,Hartford,OK,Missouri
Carpinteria Avenue,4773,Denver,TN,Maine
Jean de la Fontaine,4774,Nashville,KS,Ohio
Katella Avenue,4775,Saint Paul,IL,Delaware
El Camino Real,4776,Charleston,MI,North Carolina
Cerrillos Road,4777,Austin,ME,Minnesota
Bowles Avenue,4778,Albany,IN,Virginia
S Rustle St,4779,Baton Rouge,AR,South Carolina
